date,home_team,away_team,home_win_rate,prob_iso,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,param_home_win_rate_threshold,param_odds_min,param_odds_max,param_prob_threshold,bankroll_at_bettime
2025-11-01,DET,DAL,0.67,826,1.33,9.87,299,0.05,50.0,0.55,1.1,2.9,0.4,1000.0
