home_team,away_team,home_team_prob,result,odds 1,odds 2,date
CLE,TOR,0.5462887408745011,0,1.35,3.3,2025-11-13
PHO,IND,0.6633117436802723,0,1.54,2.54,2025-11-13
UTA,ATL,0.35870036168554426,0,2.14,1.74,2025-11-13
