home_team,away_team,home_team_prob,result,odds 1,odds 2,date
BRK,TOR,0.5778994078145944,0,4.5,1.22,2025-11-11
NYK,MEM,0.6932149006391758,0,1.24,4.3,2025-11-11
OKC,GSW,0.7236070734174316,0,1.33,3.45,2025-11-11
PHI,BOS,0.5935056827013689,0,2.02,1.82,2025-11-11
SAC,DEN,0.5092156401051425,0,3.95,1.27,2025-11-11
UTA,IND,0.5164903670434183,0,2.2,1.7,2025-11-11
