home_team,away_team,home_team_prob,result,odds 1,odds 2,date
OKC,HOU,0.5314516298892457,OKC,"1,31","3,6",2025-10-21
LAL,GSW,0.36693729418893767,GSW,"2,1","1,77",2025-10-21
