date,home_team,away_team,home_win_rate,prob_iso,prob_used,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,exp_profit_eur,param_home_win_rate_threshold,param_odds_min,param_odds_max,param_prob_threshold,bankroll_at_bettime,fair_odds,edge_pct
2025-11-12,NYK,ORL,1.0,933,0.75,1.57,17.75,311,0.1,142.4,25.28,0.55,1.1,3.4,0.4,1424.01,1333,17.78
2025-11-12,SAS,GSW,1.0,1.0,0.75,1.62,21.5,347,0.1,142.4,30.62,0.55,1.1,3.4,0.4,1424.01,1333,21.53
