,Total Last 20 Games,Total Home Games,Home Wins,Home Win Rate
NYK,8,5,5,1.0
SAS,8,4,4,1.0
OKC,10,4,4,1.0
MIA,9,3,3,1.0
CHI,8,5,5,1.0
DEN,8,5,5,1.0
GSW,10,4,4,1.0
DET,9,5,4,0.8
MIL,9,5,4,0.8
PHO,9,5,4,0.8
CLE,9,4,3,0.75
PHI,8,3,2,0.67
HOU,8,3,2,0.67
UTA,9,3,2,0.67
LAL,9,5,3,0.6
POR,8,5,3,0.6
LAC,8,5,3,0.6
TOR,9,4,2,0.5
MIN,9,4,2,0.5
CHO,9,4,2,0.5
ORL,9,4,2,0.5
SAC,9,4,2,0.5
MEM,10,7,3,0.43
BOS,10,5,2,0.4
DAL,9,6,2,0.33
NOP,8,3,1,0.33
ATL,9,4,1,0.25
IND,8,5,1,0.2
BRK,9,5,0,0.0
WAS,9,4,0,0.0
