home_team,away_team,home_team_prob,result,odds 1,odds 2,date
GSW,LAC,0.5489562733263578,0,2.05,1.8,2025-10-28
MIA,CHO,0.6335698262948327,0,1.44,2.85,2025-10-28
MIL,NYK,0.6100791721032666,0,2.05,1.8,2025-10-28
OKC,SAC,0.6956613608047013,0,1.22,4.5,2025-10-28
WAS,PHI,0.33427178352257636,0,2.5,1.56,2025-10-28
