,Total Last 20 Games,Total Home Games,Home Wins,Home Win Rate
NYK,5,2,2,1.0
DEN,5,2,2,1.0
GSW,6,3,3,1.0
MIA,5,2,2,1.0
LAC,5,3,3,1.0
CHI,5,4,4,1.0
OKC,6,3,3,1.0
SAS,5,3,3,1.0
MIL,5,3,3,1.0
DET,5,3,2,0.67
UTA,5,3,2,0.67
PHO,6,3,2,0.67
POR,6,3,2,0.67
PHI,5,3,2,0.67
CHO,5,2,1,0.5
CLE,6,2,1,0.5
SAC,5,2,1,0.5
MEM,6,4,2,0.5
BOS,6,2,1,0.5
HOU,4,2,1,0.5
DAL,5,5,2,0.4
LAL,6,3,1,0.33
ORL,6,3,1,0.33
MIN,5,3,1,0.33
NOP,5,2,0,0.0
WAS,5,2,0,0.0
IND,5,2,0,0.0
BRK,5,2,0,0.0
ATL,6,2,0,0.0
TOR,6,2,0,0.0
