,Total Last 20 Games,Total Home Games,Home Wins,Home Win Rate
CHO,1,1,1,1.0
NYK,1,1,1,1.0
ORL,1,1,1,1.0
CHI,1,1,1,1.0
MIL,1,1,1,1.0
MEM,1,1,1,1.0
PHO,1,1,1,1.0
UTA,1,1,1,1.0
OKC,2,1,1,1.0
GSW,2,1,1,1.0
ATL,1,1,0,0.0
BOS,1,1,0,0.0
POR,1,1,0,0.0
DAL,1,1,0,0.0
IND,1,1,0,0.0
LAL,1,1,0,0.0
