home_team,away_team,home_team_prob,result,odds 1,odds 2,date
GSW,IND,0.622717900862762,0,1.14,6.0,2025-11-09
MEM,OKC,0.4066614141868198,0,4.8,1.2,2025-11-09
MIL,HOU,0.6503297938132581,0,2.45,1.57,2025-11-09
NYK,BRK,0.6976841158110793,0,1.08,8.5,2025-11-09
ORL,BOS,0.5534013386289546,0,1.65,2.3,2025-11-09
PHI,DET,0.538949161299764,0,2.36,1.62,2025-11-09
SAC,MIN,0.3733640223820654,0,2.8,1.46,2025-11-09
