,Total Last 20 Games,Total Home Games,Home Wins,Home Win Rate
OKC,8,4,4,1.0
GSW,8,4,4,1.0
CHI,7,5,5,1.0
MIA,7,2,2,1.0
NYK,7,4,4,1.0
SAS,6,3,3,1.0
DEN,6,3,3,1.0
DET,7,4,3,0.75
PHO,8,4,3,0.75
MIL,8,4,3,0.75
HOU,6,3,2,0.67
UTA,7,3,2,0.67
PHI,7,3,2,0.67
CLE,7,3,2,0.67
LAC,7,5,3,0.6
SAC,7,2,1,0.5
CHO,8,4,2,0.5
TOR,8,4,2,0.5
LAL,8,4,2,0.5
POR,7,4,2,0.5
MEM,8,5,2,0.4
DAL,7,5,2,0.4
NOP,7,3,1,0.33
MIN,7,3,1,0.33
ATL,8,3,1,0.33
ORL,8,3,1,0.33
IND,7,4,1,0.25
BOS,8,4,1,0.25
WAS,7,3,0,0.0
BRK,7,4,0,0.0
