,Total Last 20 Games,Total Home Games,Home Wins,Home Win Rate
NYK,5,2,2,1.0
CHI,5,4,4,1.0
MIA,5,2,2,1.0
GSW,7,3,3,1.0
DEN,5,2,2,1.0
SAS,5,3,3,1.0
LAC,5,3,3,1.0
OKC,6,3,3,1.0
MIL,6,4,3,0.75
DET,6,4,3,0.75
PHI,5,3,2,0.67
UTA,5,3,2,0.67
PHO,6,3,2,0.67
POR,6,3,2,0.67
CLE,6,2,1,0.5
MEM,6,4,2,0.5
SAC,6,2,1,0.5
HOU,5,2,1,0.5
DAL,6,5,2,0.4
MIN,6,3,1,0.33
CHO,6,3,1,0.33
ORL,7,3,1,0.33
IND,6,3,1,0.33
LAL,6,3,1,0.33
BOS,7,3,1,0.33
ATL,6,2,0,0.0
WAS,6,3,0,0.0
NOP,5,2,0,0.0
BRK,5,2,0,0.0
TOR,6,2,0,0.0
