home_team,away_team,home_team_prob,result,odds 1,odds 2,date
BRK,PHI,0.46531853789761657,0,2.7,1.49,2025-11-02
CHO,UTA,0.5839043500989103,0,1.83,2.0,2025-11-02
CLE,ATL,0.5206512580703963,0,1.41,3.0,2025-11-02
LAL,MIA,0.644215535665562,0,1.51,2.64,2025-11-02
NYK,CHI,0.5505220794678681,0,1.37,3.2,2025-11-02
OKC,NOP,0.7995394676642023,0,1.14,6.0,2025-11-02
PHO,SAS,0.4600147860823708,0,2.9,1.43,2025-11-02
TOR,MEM,0.5141737851662117,0,1.54,2.54,2025-11-02
