home_team,away_team,home_team_prob,result,odds 1,odds 2,date
CHO,OKC,0.37001618299933353,0,9.5,1.07,2025-11-15
CLE,MEM,0.7155037791337401,0,1.18,5.1,2025-11-15
IND,TOR,0.30179928149672514,0,3.4,1.34,2025-11-15
MIL,LAL,0.4367386943639073,0,2.0,1.83,2025-11-15
MIN,DEN,0.5010352666728234,0,1.82,2.02,2025-11-15
