,Total Last 20 Games,Total Home Games,Home Wins,Home Win Rate
PHI,2,1,1,1.0
DEN,2,1,1,1.0
SAC,2,1,1,1.0
UTA,2,1,1,1.0
PHO,3,1,1,1.0
GSW,3,1,1,1.0
NYK,2,2,2,1.0
LAC,2,1,1,1.0
OKC,3,1,1,1.0
CHO,2,1,1,1.0
CHI,2,1,1,1.0
MIL,2,1,1,1.0
MEM,3,3,2,0.67
POR,2,2,1,0.5
LAL,2,2,1,0.5
ORL,3,3,1,0.33
BRK,2,1,0,0.0
HOU,2,1,0,0.0
ATL,3,2,0,0.0
TOR,2,1,0,0.0
NOP,2,1,0,0.0
DAL,2,2,0,0.0
IND,2,1,0,0.0
BOS,2,1,0,0.0
