home_team,away_team,home_team_prob,result,odds 1,odds 2,date
CHI,NYK,0.6968210291210132,0,2.6,1.52,2025-10-31
CLE,TOR,0.6685391732946139,0,1.35,3.3,2025-10-31
IND,ATL,0.5884088246940468,0,2.24,1.68,2025-10-31
LAC,NOP,0.6401064419763015,0,1.19,5.0,2025-10-31
MEM,LAL,0.551317823857397,0,1.8,2.05,2025-10-31
PHI,BOS,0.5007377252378408,0,1.7,2.2,2025-10-31
PHO,UTA,0.5554960444064578,0,1.65,2.3,2025-10-31
POR,DEN,0.5552640205054257,0,2.7,1.49,2025-10-31
